id,director
9102,"nan, nan, Dan O'Bannon, nan, Christian Duguay, Christian Duguay, nan, nan, nan, nan, Rodney Gibbons, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Clive Turner, nan, nan, nan"
9103,"Jean-Claude Van Damme, nan, nan, nan, Jean-Claude Van Damme, Peter Malota"
9104,"James Schamus, nan, nan, nan, nan, Gregor Jordan, Gregor Jordan, nan, nan, nan, Reinhard Klooss, nan, nan"
9208,"Graham Yost, nan, nan, nan, nan, nan, Brad Lewis, Dwight H. Little, nan, nan, nan, nan, nan, John Woo, nan, nan, nan"
9252,"Xaver Schwarzenberger, Xaver Schwarzenberger, nan, nan, Otto Waalkes, Otto Waalkes, Otto Waalkes, nan, nan, nan, nan, nan, nan, nan"
9255,"nan, nan, nan, nan, Jim Abrahams, Jim Abrahams, Jim Abrahams, nan, John R. Leonetti, nan, Pat Proft, Pat Proft, Pat Proft, nan"
9256,"nan, nan, Michal Leszczylowski, Mikael Håfström, nan, nan, nan, nan, nan, nan, Josef Fares, Josef Fares, nan, nan"
9257,"nan, nan, nan, nan, Peter Brown, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, David Ayer, nan, nan, nan, nan, nan, Clark Johnson, nan, nan, nan, nan, nan, nan, Louis D'Esposito, George Huang, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9260,"Anthony Russo, Joe Russo, Anthony Russo, Joe Russo, George Clooney, nan, nan, Casey La Scala, nan, Steven Soderbergh, nan, nan, nan, nan, nan"
9261,"Ang Lee, Ang Lee, Ang Lee, James Schamus, James Schamus, nan, nan, nan, nan, nan, nan"
9262,"nan, George Gallo, George Gallo, nan, nan, nan"
9263,"Lesli Linka Glatter, nan, Demi Moore, nan, nan, nan, nan, nan"
9264,"nan, nan, nan, nan, Phedon Papamichael, nan, Katt Shea, Katt Shea, nan, nan"
9266,"John Stockwell, nan, John Stockwell, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9267,"nan, nan, nan, nan, nan, Ian MacNaughton, nan, nan, Terry Gilliam, Eric Idle, Terry Jones, nan, nan, nan, nan, nan, nan"
9268,"Chuck Russell, nan, Walon Green, nan, nan, Chuck Russell, nan, nan, nan, nan, nan, Walon Green, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Scott Leberecht, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Mark Woods, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Nicholas Brooks, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9270,"Rian Johnson, Rian Johnson, Rian Johnson, nan, nan, nan, Craig Johnson, nan, nan, nan, nan"
9271,"Brett Leonard, Eric Bernt, nan, nan, nan, nan, nan, nan"
9272,"Joseph Ruben, nan, nan, nan, Joseph Ruben, nan, nan, nan, George Bowers, nan"
9273,"Steve Oedekerk, nan, Steve Oedekerk, nan, nan, nan, nan, nan, nan, nan, nan"
9274,"nan, nan, Mathias Dinter, Mathias Dinter, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9275,"Danny DeVito, nan, nan, nan, Jon Poll, nan, nan, Adam Resnick, nan"
9276,"Robert Rodriguez, Robert Rodriguez, Robert Rodriguez, Robert Rodriguez, Robert Rodriguez, nan, Bob Weinstein, Harvey Weinstein, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Kevin Williamson, nan, nan, nan, nan, nan, nan, nan, nan, Phil Benson, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9277,"nan, nan, nan, nan, nan, nan, nan, George Roy Hill, nan, nan, nan, nan, David S. Ward, nan, nan, nan, nan, Tony Bill, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Jim Gillespie, nan, nan, nan"
9278,"Geoff Murphy, nan, nan, nan, Dan Gilroy, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9279,"nan, nan, Chris Columbus, nan, Brian Levant, nan, nan, nan, nan, nan, nan, nan"
9280,"Brian De Palma, nan, nan, nan, nan, nan, nan, Brian De Palma, nan, nan, nan, Billy Hopkins, nan, nan, nan, nan, nan, nan, nan, nan"
9281,"Peter Weir, nan, nan, nan, nan, nan, nan"
9282,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Greg Marcks, Greg Marcks, nan, nan, nan, nan, nan, nan, nan, nan"
9283,"Ted Demme, nan, nan, Bob Weinstein, Harvey Weinstein, nan, nan, nan, Jeffrey Wolf, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Alan C. Blomquist, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9285,"Todd Phillips, Todd Phillips, Daniel Goldberg, nan, Ivan Reitman, nan, nan, nan, nan, Scot Armstrong, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9286,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, James Wong, James Wong, James Wong, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9287,"nan, nan, nan, Terence Hill, nan, nan, nan, nan, nan, nan"
9288,"nan, nan, Gerry Lively, Gerry Lively, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9289,"nan, nan, nan, Bernhard Wicki, nan, nan, nan, nan, nan, nan, nan, Ken Annakin, nan, nan, Andrew Marton, nan, nan"
9290,"Simon Wincer, Paul Hogan, nan, Paul Hogan, nan, Lance Hool, nan, nan, nan, nan, nan, nan, nan, nan"
9291,"nan, nan, nan, nan, Dean Semler, nan, nan, nan, nan, nan, nan, Peter Segal, nan, nan, nan, Perry Andelin Blake, nan, nan, nan, nan, nan, nan, nan, Fergal Reilly, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Anne Fletcher, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9292,"nan, nan, nan, nan, Steven E. de Souza, Daniel Waters, Michael Lehmann, nan, nan, nan, nan, nan"
9293,"nan, Anthony B. Richmond, nan, Betty Thomas, nan, nan, nan, nan, Jeff Lowell, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9294,"Jon Turteltaub, nan, Phedon Papamichael, nan, nan, nan, nan, Thomas Newman, nan, nan"
9295,"nan, nan, nan, nan, nan, nan, Gregor Schnitzler, nan, nan, nan, nan, nan, nan, nan"
9296,"nan, nan, nan, nan, nan, Edward Lachman, nan, Andrew Niccol, Andrew Niccol, Andrew Niccol, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9297,"Robert Zemeckis, nan, Steven Spielberg, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Gil Kenan, nan, nan, nan, nan, nan, Michael Lantieri, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, David Howard, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9298,"nan, nan, nan, nan, nan, nan, Dan Mazer, Dan Mazer, nan, nan, Mark Mylod, nan, nan, nan, nan, nan, nan, nan, nan"
9299,"Alejandro Amenábar, Alejandro Amenábar, Mateo Gil, José Luis Cuerda, José Luis Cuerda, nan, Alejandro Amenábar, nan, nan, nan, Alejandro Amenábar, nan, nan, nan, nan, nan, nan, nan, nan, nan, Mateo Gil, nan"
9300,"nan, nan, Sally Potter, Sally Potter, Sally Potter, nan, nan, nan, nan, nan"
9301,"Tom Tykwer, Tom Tykwer, Tom Tykwer, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9302,"Thomas Newman, nan, nan, nan, Jon Avnet, Jon Avnet, nan, nan"
9303,"Lana Wachowski, Lana Wachowski, Lilly Wachowski, Lilly Wachowski, nan, nan, nan, nan, Lilly Wachowski, Lana Wachowski, nan, nan, nan, nan, nan"
9304,"nan, nan, nan, nan, nan, nan, Harold Ramis, Harold Ramis, Chris Miller, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9305,"Claude Nuridsany, Marie Pérennou, Claude Nuridsany, Marie Pérennou, Christophe Barratier, nan, nan, nan, nan, nan, Jacques Perrin, nan, nan, nan, nan"
9306,"John Frankenheimer, Richard Stanley, nan, Richard Stanley, nan, nan, nan, nan, nan, William A. Fraker, nan, nan, Valerie McCaffrey, nan, nan"
9308,"Hart Bochner, David Zucker, Pat Proft, nan, nan, David Zucker, nan, nan, nan, nan"
9310,"nan, nan, Chris Weitz, Paul Weitz, Paul Weitz, Paul Weitz, nan, nan, nan, nan, nan, David Smith, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9311,"Bernd Eichinger, nan, nan, nan, Bille August, nan, nan, nan, nan"
9312,"Paul W.S. Anderson, nan, nan, John R. Leonetti, nan, Lawrence Kasanoff, nan, nan, nan, nan, nan, nan, nan, nan, Jules Stewart"
9313,"Randall Wallace, nan, Randall Wallace, nan, nan, nan, Randall Wallace, nan, nan, nan, nan, nan"
9314,"nan, nan, nan, nan, nan, nan, nan, nan, nan, Michael Radford, Michael Radford, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9315,"nan, nan, nan, nan, nan, Billy Ray, James Whitaker, Robert Schwentke, Peter A. Dowling, nan, nan, nan"
9316,"Luc Besson, Prachya Pinkaew, Prachya Pinkaew, Prachya Pinkaew, nan, nan, Panna Rittikrai, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9317,"Louis de Funès, nan, nan, nan, Jean Girault, nan, nan, nan"
9318,"nan, nan, nan, René Goscinny, Albert Uderzo, Pierre Tchernia, nan, Pino Van Lamsweerde, Philippe Grimond, nan, nan, nan"
9319,"nan, nan, Mark Goldblatt, Tony Scott, nan, nan, nan, Mark Helfrich, Shane Black, Shane Black, Shane Black, Stuart Baird, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9320,"Jeremiah S. Chechik, nan, nan, nan, nan, nan, nan, nan"
9321,"nan, Til Schweiger, Til Schweiger, nan, nan, nan, nan, Granz Henman, Granz Henman, nan, nan"
9322,"Luc Besson, Luc Besson, nan, Luc Besson, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9323,"Mamoru Oshii, nan, nan, nan, nan, nan, nan, Masamune Shirow, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Mamoru Oshii, nan, Hiroyuki Okiura, nan, Atsushi Takeuchi, Shoji Kawamori, nan, nan, nan, nan, nan, nan"
9325,"Walt Disney, nan, nan, nan, nan, Wolfgang Reitherman, nan, nan, nan, nan, nan, nan, nan, nan, John Lounsbery, nan, nan, nan, nan, nan, nan, nan, nan, Ralph Wright, nan, nan, nan, nan, nan, nan, nan"
9326,"Robert Zemeckis, nan, nan, nan, nan, nan, nan, Dean Cundey, nan, nan"
9327,"Tom Shadyac, nan, nan, nan, nan, Barry W. Blaustein, Steve Oedekerk, Tom Shadyac, nan, Jerry Lewis, nan"
9331,"nan, nan, nan, nan, Steven Zaillian, John Milius, Phillip Noyce, nan, nan, nan, Ralph S. Singleton, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, David R. Ellis, nan, nan, nan, nan, nan, nan, nan, Don Levy, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9333,"Walter Hill, Walter Hill, nan, Walter Hill, nan, nan, nan, nan, nan, nan, Akira Kurosawa, Ralph S. Singleton, nan, nan, nan, nan, nan, nan"
9334,"nan, nan, nan, nan, nan, Stephen Sommers, Stephen Sommers, Stephen Sommers, nan, nan, nan, Chuck Russell, John R. Leonetti, nan, nan, nan, nan, David Hayter, nan, nan, nan, nan"
9335,"Luc Besson, Luc Besson, Luc Besson, nan, nan, Louis Leterrier, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9336,"Hugh Wilson, Neal Israel, Pat Proft, Hugh Wilson, Paul Maslansky, nan, nan, nan, nan, Neal Israel, Pat Proft, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9337,"nan, nan, Christian Zübert, nan, Axel Sand, Dennis Gansel, Colette Burson, Maggie Peren, nan, nan, Matthias Emcke, nan, nan, nan"
9339,"nan, nan, nan, Dean Semler, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Frank Coraci"
9340,"Richard Donner, Chris Columbus, nan, Richard Donner, nan, Frank Marshall, Steven Spielberg, nan, nan, nan, Steven Spielberg, nan"
9341,"Jon Amiel, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9342,"Martin Campbell, nan, nan, nan, nan, nan, nan, Steven Spielberg, nan, nan, nan, nan, nan, nan, nan, nan"
9343,"Werner Herzog, Werner Herzog, Werner Herzog, nan, nan, Beate Mainka-Jellinghaus, nan, nan, nan, nan"
9344,"nan, nan, Gus Van Sant, nan, nan, nan, nan, Harmony Korine, Larry Clark, nan"
9345,"nan, Peter Lindmark, Peter Lindmark, Peter Lindmark, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9346,"Paul Brickman, Jon Avnet, nan, nan, Paul Brickman, nan"
9348,"Dennis Feldman, nan, nan, nan, Andrzej Bartkowiak, nan, Roger Donaldson, Dennis Feldman, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9349,"nan, nan, nan, nan, Roland Emmerich, nan, nan, nan, nan, Vic Armstrong, nan, nan, nan, nan, nan, Aaron Osborne, nan, nan, Christopher Leitch, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Peter Malota"
9350,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Sylvester Stallone, Renny Harlin, Renny Harlin, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, John Bruno, nan, nan"
9352,"nan, nan, nan, nan, nan, Ivan Reitman, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Daniel Goldberg, Jeff Schaffer, Jeff Schaffer, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Greg Franklin, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Matthew Harrison, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9353,"Billy Weber, nan, nan, nan, nan, Mike White, Mike White, nan, Jared Hess, Jared Hess, Jared Hess, Jerusha Hess, Jerusha Hess"
9354,"nan, nan, Tom Schulman, Joe Johnston, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9355,"nan, nan, nan, Dean Semler, nan, nan, George Miller, George Miller, George Miller, nan, nan, George Ogilvie, nan, nan, nan"
9356,"nan, nan, nan, Neal Israel, nan, Amy Heckerling, Amy Heckerling"
9357,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Mark Romanek, Mark Romanek, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9358,"David R. Ellis, nan, J. Mackye Gruber, Eric Bress, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Scott Sanders, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9359,"nan, nan, Stuart Baird, Richard Donner, Richard Donner, nan, nan, Roy Huggins, nan"
9360,"Luis Llosa, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Andy Fickman, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Gene Kelly, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9361,"Michael Mann, Michael Mann, Christopher Crowe, nan, nan, Michael Mann, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Michael McGowan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9362,"Ron Underwood, S. S. Wilson, Brent Maddock, Brent Maddock, nan, S. S. Wilson, Alexander Gruszynski, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9364,"nan, nan, Andrea Arnold, nan"
9366,"nan, nan, Barry Levinson, nan, nan, nan, Mike Newell, nan, nan, nan, nan, nan, nan"
9367,"Robert Rodriguez, Robert Rodriguez, nan, Robert Rodriguez, nan, nan, nan, nan, nan, Robert Rodriguez, Robert Rodriguez"
9369,"nan, Albert Uderzo, Gerhard Hahn, Gerhard Hahn, Pierre Tchernia, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9372,"Morgan Spurlock, Morgan Spurlock, Morgan Spurlock, nan, Heather M. Winters, nan, nan, nan"
9373,"nan, Michael Bay, nan, nan, nan, Mike Fleiss, Tobe Hooper, Tobe Hooper, nan, nan, nan, Marcus Nispel, nan, nan, nan, nan, nan, nan, Kim Henkel, Kim Henkel, nan, nan, nan, Jeff Werner, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9374,"nan, Robert Zemeckis, Robert Zemeckis, nan, nan, David Koepp, Dean Cundey, Martin Donovan"
9375,"Hans-Christian Schmid, nan, nan, Hans-Christian Schmid, nan, nan, nan, nan, nan, nan"
9377,"nan, nan, John Hughes, John Hughes, John Hughes, nan, nan, nan, nan, nan"
9378,"Robert Zemeckis, nan, Gilbert Adler, nan, nan, nan, nan, Robert Kurtzman, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Steve Beck, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, James Hall, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9379,"Marijan David Vajda, Otto Waalkes, nan, nan, nan, Otto Waalkes, nan, nan, nan, nan, nan, nan"
9381,"nan, Mathieu Kassovitz, Mathieu Kassovitz, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Éric Besnard, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Selim Azzazi, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9382,"Herbert Ross, Don Roos, nan, nan, nan, Don Roos, Herbert Ross, nan, nan, nan"
9383,"Paul Verhoeven, nan, nan, nan, nan, nan, Mark Goldblatt, nan, nan, nan, nan, nan, nan"
9384,"nan, nan, nan, Akiva Goldsman, John O'Brien, John O'Brien, Ben Stiller, Gilbert Adler, nan, nan, nan, nan, David Siegel, David Siegel, nan, nan, nan, nan, nan, nan, nan, nan, nan, Todd Phillips, Todd Phillips, nan, nan, Scot Armstrong, nan, nan, nan, nan, David Presley, Gary Davis, Gary Davis, nan, nan, nan, nan, Stevie Long, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9385,"René Goscinny, René Goscinny, René Goscinny, Albert Uderzo, Albert Uderzo, Albert Uderzo, Pierre Tchernia, nan, Henri Gruel, Pierre Watrin, nan, nan"
9386,"nan, Wolfgang Petersen, nan, nan, nan, Wolfgang Petersen, nan, nan, John Bailey, nan, Robert J. Rosenthal, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Buddy Van Horn, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9387,"John Milius, John Milius, nan, Oliver Stone, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Terry Leonard, Terry Leonard, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9388,"nan, nan, nan, nan, nan, nan, nan, nan, Jason Reitman, Jason Reitman, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, John Schmidt, nan, nan, James Whitaker, nan, nan, David Presley, nan, nan, nan, nan, nan, Christopher Miller, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Scott Sanders, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9389,"nan, nan, Christian Volckman, nan, nan, Alexandre de La Patellière, nan, nan, nan"
9390,"James L. Brooks, Janusz Kamiński, nan, nan, Cameron Crowe, Cameron Crowe, Cameron Crowe, nan, nan"
9391,"Roger Michell, nan, nan"
9392,"nan, Jon Harris, nan, nan, Neil Marshall, Neil Marshall, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
9393,"nan, nan, nan, nan, nan, Dennis Gansel, Dennis Gansel, Maggie Peren, nan, nan"
